Gene stable ID,Gene name,Gene type
ENSG00000104131,EIF3J,protein_coding
ENSG00000170923,OR7G2,protein_coding
ENSG00000272256,AC044849.1,lncRNA
ENSG00000269886,AC022382.1,lncRNA
ENSG00000226550,CR759848.1,lncRNA
ENSG00000140459,CYP11A1,protein_coding
ENSG00000280072,AP000280.2,TEC
ENSG00000111348,ARHGDIB,protein_coding
ENSG00000265094,AC007922.3,lncRNA
ENSG00000262938,C21orf62,protein_coding
ENSG00000134072,CAMK1,protein_coding
ENSG00000092345,DAZL,protein_coding
ENSG00000161807,OR7G1,protein_coding
ENSG00000263140,C21orf62-AS1,lncRNA
ENSG00000164746,C7orf57,protein_coding
ENSG00000269085,AC008764.5,lncRNA
ENSG00000269058,CALR3,protein_coding
ENSG00000151923,TIAL1,protein_coding
ENSG00000133835,HSD17B4,protein_coding
ENSG00000213303,AC008481.1,processed_pseudogene
ENSG00000267477,AC008481.3,protein_coding
ENSG00000177272,KCNA3,protein_coding
ENSG00000146834,MEPCE,protein_coding
ENSG00000259270,AC044860.2,processed_pseudogene
ENSG00000213304,AC008481.2,processed_pseudogene
ENSG00000229466,LINC02627,lncRNA
ENSG00000280012,RPL23AP61,processed_pseudogene
ENSG00000258913,LINC02691,lncRNA
ENSG00000287732,AL731574.1,lncRNA
ENSG00000237415,NRBF2P3,processed_pseudogene
ENSG00000111886,GABRR2,protein_coding
ENSG00000286609,AL589166.1,lncRNA
ENSG00000232791,OR11I1P,unitary_pseudogene
ENSG00000130695,CEP85,protein_coding
ENSG00000287038,AL162388.2,lncRNA
ENSG00000230276,AL162388.1,processed_pseudogene
ENSG00000267478,AP002414.3,processed_pseudogene
ENSG00000285922,AC104453.1,lncRNA
ENSG00000277646,AL353684.1,processed_pseudogene
ENSG00000229834,AL354676.1,processed_pseudogene
ENSG00000115155,OTOF,protein_coding
ENSG00000233557,NFU1P2,processed_pseudogene
ENSG00000220418,TUBB3P1,processed_pseudogene
ENSG00000127526,SLC35E1,protein_coding
ENSG00000078487,ZCWPW1,protein_coding
ENSG00000225516,FAM197Y5,transcribed_unprocessed_pseudogene
ENSG00000257232,MUCL3,protein_coding
ENSG00000228448,HCG21,lncRNA
ENSG00000259080,AC074091.2,lncRNA
ENSG00000197826,CFAP299,protein_coding
ENSG00000278630,LINC02335,lncRNA
ENSG00000182162,P2RY8,protein_coding
ENSG00000132819,RBM38,protein_coding
ENSG00000272760,AC093726.1,lncRNA
ENSG00000274090,AL354821.1,lncRNA
ENSG00000214106,PAXIP1-AS2,lncRNA
ENSG00000228611,HNF4GP1,processed_pseudogene
ENSG00000268794,VN1R90P,unprocessed_pseudogene
ENSG00000119760,SUPT7L,protein_coding
ENSG00000286709,AL138997.1,lncRNA
ENSG00000227506,MUC21,protein_coding
ENSG00000228319,SPATA2P1,processed_pseudogene
ENSG00000282735,KIAA0355,protein_coding
ENSG00000229775,LINC02624,lncRNA
ENSG00000224039,CDYLP1,unprocessed_pseudogene
ENSG00000275919,AL161420.1,processed_pseudogene
ENSG00000267547,AC060766.4,lncRNA
ENSG00000229271,AC091493.1,lncRNA
ENSG00000282746,AC010504.2,lncRNA
ENSG00000229918,DOCK9-AS1,lncRNA
ENSG00000268148,VN1R91P,unprocessed_pseudogene
ENSG00000231981,RPL7L1P12,processed_pseudogene
ENSG00000239285,LY6G5B,protein_coding
ENSG00000157212,PAXIP1,protein_coding
ENSG00000227132,CR759772.2,lncRNA
ENSG00000174358,SLC6A19,protein_coding
ENSG00000197976,AKAP17A,protein_coding
ENSG00000286881,AL358780.2,lncRNA
ENSG00000214021,TTLL3,protein_coding
ENSG00000253313,C1orf210,protein_coding
ENSG00000104133,SPG11,protein_coding
ENSG00000258992,TSPY1,protein_coding
ENSG00000144711,IQSEC1,protein_coding
ENSG00000232327,AC105917.1,processed_pseudogene
ENSG00000278403,KIR3DL2,protein_coding
ENSG00000225629,CR759772.1,transcribed_unprocessed_pseudogene
ENSG00000206406,CSNK2B,protein_coding
ENSG00000218018,AL109955.1,lncRNA
ENSG00000138675,FGF5,protein_coding
ENSG00000268790,AC008764.4,protein_coding
ENSG00000228995,MTND1P9,processed_pseudogene
ENSG00000259045,MTCO1P2,unprocessed_pseudogene
ENSG00000274196,FAM197Y4,transcribed_unprocessed_pseudogene
ENSG00000258580,AL136298.1,lncRNA
ENSG00000256222,MTRNR2L3,protein_coding
ENSG00000056291,NPFFR2,protein_coding
ENSG00000215002,RPL23AP59,processed_pseudogene
ENSG00000151320,AKAP6,protein_coding
ENSG00000214313,AZGP1P1,transcribed_unprocessed_pseudogene
ENSG00000101146,RAE1,protein_coding
ENSG00000163798,SLC4A1AP,protein_coding
ENSG00000282379,DTX2,protein_coding
ENSG00000224105,C6orf15,protein_coding
ENSG00000274937,AC090826.2,lncRNA
ENSG00000249726,TUBB1P1,unprocessed_pseudogene
ENSG00000277718,LINC02255,lncRNA
ENSG00000282909,AC007241.2,transcribed_unprocessed_pseudogene
ENSG00000238074,TSPY9P,protein_coding
ENSG00000238231,AL512288.2,processed_pseudogene
ENSG00000226362,FAM41AY2,lncRNA
ENSG00000158161,EYA3,protein_coding
ENSG00000279748,AC008764.9,TEC
ENSG00000112651,MRPL2,protein_coding
ENSG00000227246,PSORS1C2,protein_coding
ENSG00000132677,RHBG,protein_coding
ENSG00000270733,AL355877.1,processed_pseudogene
ENSG00000085872,CHERP,protein_coding
ENSG00000233734,PSORS1C1,protein_coding
ENSG00000164708,PGAM2,protein_coding
ENSG00000278548,ADAM18,protein_coding
ENSG00000229300,SNHG32,protein_coding
ENSG00000237165,CDSN,protein_coding
ENSG00000278291,AL161772.1,lncRNA
ENSG00000274145,RILP,protein_coding
ENSG00000235713,AC004522.3,unprocessed_pseudogene
ENSG00000279135,AL512652.2,TEC
ENSG00000275485,AL512652.1,lncRNA
ENSG00000286923,AC004522.6,lncRNA
ENSG00000172458,IL17D,protein_coding
ENSG00000197102,DYNC1H1,protein_coding
ENSG00000092607,TBX15,protein_coding
ENSG00000150456,EEF1AKMT1,protein_coding
ENSG00000176714,CCDC121,protein_coding
ENSG00000139910,NOVA1,protein_coding
ENSG00000198522,GPN1,protein_coding
ENSG00000239216,AL139420.2,lncRNA
ENSG00000137171,KLC4,protein_coding
ENSG00000226172,AL139420.1,lncRNA
ENSG00000233524,RANP8,processed_pseudogene
ENSG00000282864,AL356118.1,TEC
ENSG00000287923,AL138701.2,lncRNA
ENSG00000282993,AL356737.1,TEC
ENSG00000232885,GPC5-AS2,lncRNA
ENSG00000225981,AC102953.1,lncRNA
ENSG00000286780,AL139379.1,lncRNA
ENSG00000179399,GPC5,protein_coding
ENSG00000229524,BAG6,protein_coding
ENSG00000273183,AC093726.2,lncRNA
ENSG00000164363,SLC6A18,protein_coding
ENSG00000220867,HSPE1P26,processed_pseudogene
ENSG00000226053,LINC01776,lncRNA
ENSG00000130340,SNX9,protein_coding
ENSG00000230097,ME2P1,processed_pseudogene
ENSG00000251679,AC073848.1,lncRNA
ENSG00000266368,AC005410.2,lncRNA
ENSG00000263684,AC005209.1,lncRNA
ENSG00000248698,LINC01085,transcribed_processed_pseudogene
ENSG00000283097,AL159152.1,TEC
ENSG00000280040,AC095031.1,TEC
ENSG00000226441,PLCL2-AS1,lncRNA
ENSG00000287159,AL356737.2,lncRNA
ENSG00000255362,LINC02761,lncRNA
ENSG00000236240,GPC5-IT1,lncRNA
ENSG00000154957,ZNF18,protein_coding
ENSG00000154822,PLCL2,protein_coding
ENSG00000282997,AL162456.1,lncRNA
ENSG00000280683,LINC01242,lncRNA
ENSG00000229287,FABP5P4,processed_pseudogene
ENSG00000232060,SLC4A1APP1,processed_pseudogene
ENSG00000235984,GPC5-AS1,lncRNA
ENSG00000105085,MED26,protein_coding
ENSG00000239792,C2orf27AP2,unprocessed_pseudogene
ENSG00000215210,RBMXP2,processed_pseudogene
ENSG00000282865,AL157815.1,TEC
ENSG00000235626,KRT18P66,processed_pseudogene
ENSG00000232849,LINC00363,lncRNA
ENSG00000226246,KRT18P36,processed_pseudogene
ENSG00000288001,AL354811.2,lncRNA
ENSG00000106013,ANKRD7,protein_coding
ENSG00000248479,AC104137.1,lncRNA
ENSG00000237623,AL591503.3,processed_pseudogene
ENSG00000273230,AC102953.2,lncRNA
ENSG00000270421,AC022022.2,processed_pseudogene
ENSG00000203402,AL591503.1,lncRNA
ENSG00000165476,REEP3,protein_coding
ENSG00000185271,KLHL33,protein_coding
ENSG00000125730,C3,protein_coding
ENSG00000134058,CDK7,protein_coding
ENSG00000147117,ZNF157,protein_coding
ENSG00000224394,GPC6-AS2,lncRNA
ENSG00000278177,AL354811.1,lncRNA
ENSG00000286843,AL160159.1,lncRNA
ENSG00000232009,AL591503.2,processed_pseudogene
ENSG00000235784,HNRNPA1P29,processed_pseudogene
ENSG00000236324,AL035634.1,lncRNA
ENSG00000271185,AC007029.2,lncRNA
ENSG00000229502,AL391863.1,lncRNA
ENSG00000183098,GPC6,protein_coding
ENSG00000280431,AL160394.2,TEC
ENSG00000234361,AL391863.2,lncRNA
ENSG00000285863,AC009554.2,lncRNA
ENSG00000235816,PRELID1P3,processed_pseudogene
ENSG00000259564,AC009554.1,lncRNA
ENSG00000214046,SMIM7,protein_coding
ENSG00000247095,MIR210HG,lncRNA
ENSG00000131507,NDFIP1,protein_coding
ENSG00000230891,LINC00692,lncRNA
ENSG00000231362,AC069271.1,processed_pseudogene
ENSG00000255541,AP000873.5,processed_pseudogene
ENSG00000134489,HRH4,protein_coding
ENSG00000007174,DNAH9,protein_coding
ENSG00000206408,GPANK1,protein_coding
ENSG00000262119,AL079343.1,lncRNA
ENSG00000267745,AC060766.7,lncRNA
ENSG00000267102,AC060766.1,transcribed_processed_pseudogene
ENSG00000164112,TMEM155,protein_coding
ENSG00000171988,JMJD1C,protein_coding
ENSG00000134698,AGO4,protein_coding
ENSG00000236520,GPC6-AS1,lncRNA
ENSG00000267648,AC060766.5,transcribed_processed_pseudogene
ENSG00000249988,AC092546.1,lncRNA
ENSG00000137500,CCDC90B,protein_coding
ENSG00000248425,AC006296.1,lncRNA
ENSG00000282349,AC237298.1,unprocessed_pseudogene
ENSG00000287360,AC006296.3,lncRNA
ENSG00000281950,SPDYE16,protein_coding
ENSG00000251412,AC006296.2,lncRNA
ENSG00000280047,AC091825.3,TEC
ENSG00000077498,TYR,protein_coding
ENSG00000155229,MMS19,protein_coding
ENSG00000287827,AC002529.1,lncRNA
ENSG00000264204,AGAP7P,unprocessed_pseudogene
ENSG00000184661,CDCA2,protein_coding
ENSG00000270677,AC007363.1,processed_pseudogene
ENSG00000168538,TRAPPC11,protein_coding
ENSG00000237073,AL162727.2,lncRNA
ENSG00000276184,UPK3B,protein_coding
ENSG00000224655,LINC01823,lncRNA
ENSG00000283787,PRR33,protein_coding
ENSG00000249086,AC051649.1,lncRNA
ENSG00000223575,RBMX2P3,processed_pseudogene
ENSG00000231365,WARS2-AS1,lncRNA
ENSG00000197692,CBX3P7,processed_pseudogene
ENSG00000270964,AC016355.1,lncRNA
ENSG00000230066,FAM197Y3,transcribed_unprocessed_pseudogene
ENSG00000130592,LSP1,protein_coding
ENSG00000185875,THNSL1,protein_coding
ENSG00000156599,ZDHHC5,protein_coding
ENSG00000226757,AC079341.1,lncRNA
ENSG00000196943,NOP9,protein_coding
ENSG00000232650,LINC01780,lncRNA
ENSG00000273107,AL512598.1,lncRNA
ENSG00000151025,GPR158,protein_coding
ENSG00000224238,WARS2-IT1,lncRNA
ENSG00000267675,AC105105.2,lncRNA
ENSG00000116874,WARS2,protein_coding
ENSG00000155313,USP25,protein_coding
ENSG00000286481,AC011246.1,lncRNA
ENSG00000232998,VPS13A-AS1,lncRNA
ENSG00000287871,AC073632.1,lncRNA
ENSG00000267391,MIR122HG,lncRNA
ENSG00000130368,MAS1,protein_coding
ENSG00000164362,TERT,protein_coding
ENSG00000112514,CUTA,protein_coding
ENSG00000276279,KIR2DP1,unprocessed_pseudogene
ENSG00000269416,LINC01224,lncRNA
ENSG00000171462,DLK2,protein_coding
ENSG00000177669,MBOAT4,protein_coding
ENSG00000276177,GU182347.5,protein_coding
ENSG00000273584,AC096708.3,lncRNA
ENSG00000276092,AC040896.1,lncRNA
ENSG00000241511,RPS15AP24,processed_pseudogene
ENSG00000236823,AL035691.1,lncRNA
ENSG00000237856,AC062020.1,lncRNA
ENSG00000264236,AC096708.1,processed_pseudogene
ENSG00000253708,AC026979.1,lncRNA
ENSG00000232740,LINC01826,lncRNA
ENSG00000099256,PRTFDC1,protein_coding
ENSG00000263637,AC022035.1,lncRNA
ENSG00000275037,GU182347.2,protein_coding
ENSG00000276403,AC105105.4,lncRNA
ENSG00000264444,SDHCP1,processed_pseudogene
ENSG00000267934,AC010300.1,lncRNA
ENSG00000287854,AC073409.2,lncRNA
ENSG00000104671,DCTN6,protein_coding
ENSG00000269431,BNIP3P8,processed_pseudogene
ENSG00000259291,ZNF710-AS1,lncRNA
ENSG00000150636,CCDC102B,protein_coding
ENSG00000243943,ZNF512,protein_coding
ENSG00000240231,RPS27P29,processed_pseudogene
ENSG00000227056,RPL6P2,processed_pseudogene
ENSG00000140548,ZNF710,protein_coding
ENSG00000268992,CDC42EP3P1,processed_pseudogene
ENSG00000236804,RPS3AP12,processed_pseudogene
ENSG00000268455,AC073544.1,unprocessed_pseudogene
ENSG00000227712,AL359915.1,lncRNA
ENSG00000263482,ANTXRLP1,unprocessed_pseudogene
ENSG00000167232,ZNF91,protein_coding
ENSG00000230061,TRPM2-AS,lncRNA
ENSG00000213903,LTB4R,protein_coding
ENSG00000273691,AC087284.1,lncRNA
ENSG00000258660,AC006146.1,lncRNA
ENSG00000288459,AL512357.2,lncRNA
ENSG00000258598,AL512357.1,lncRNA
ENSG00000119661,DNAL1,protein_coding
ENSG00000213159,CEND1P1,processed_pseudogene
ENSG00000276980,AC008760.2,lncRNA
ENSG00000136305,CIDEB,protein_coding
ENSG00000197372,ZNF675,protein_coding
ENSG00000125734,GPR108,protein_coding
ENSG00000241553,ARPC4,protein_coding
ENSG00000188064,WNT7B,protein_coding
ENSG00000226556,NPM1P49,processed_pseudogene
ENSG00000235300,AC090627.1,lncRNA
ENSG00000162620,LRRIQ3,protein_coding
ENSG00000124574,ABCC10,protein_coding
ENSG00000282733,NSFP1,unprocessed_pseudogene
ENSG00000184601,C14orf180,protein_coding
ENSG00000282052,RPS7P11,processed_pseudogene
ENSG00000264472,AC096708.2,lncRNA
ENSG00000263787,SKAP1-AS1,lncRNA
ENSG00000274242,AL354976.1,unprocessed_pseudogene
ENSG00000231422,LINC01516,lncRNA
ENSG00000276262,NSF,protein_coding
ENSG00000104660,LEPROTL1,protein_coding
ENSG00000228667,AL157385.1,processed_pseudogene
ENSG00000254759,NAP1L1P1,processed_pseudogene
ENSG00000141293,SKAP1,protein_coding
ENSG00000287245,AP001981.2,lncRNA
ENSG00000261257,AP000821.1,lncRNA
ENSG00000233642,GPR158-AS1,lncRNA
ENSG00000270423,AP001981.1,processed_pseudogene
ENSG00000149289,ZC3H12C,protein_coding
ENSG00000151023,ENKUR,protein_coding
ENSG00000232196,MTRNR2L4,protein_coding
ENSG00000139053,PDE6H,protein_coding
ENSG00000272767,JMJD1C-AS1,lncRNA
ENSG00000234369,TATDN1P1,processed_pseudogene
ENSG00000224412,AC022022.1,processed_pseudogene
ENSG00000226890,Z97652.1,lncRNA
ENSG00000203780,FANK1,protein_coding
ENSG00000287666,AP000821.2,lncRNA
ENSG00000254833,AP001893.3,lncRNA
ENSG00000135821,GLUL,protein_coding
ENSG00000206053,JPT2,protein_coding
ENSG00000255727,LINC01489,lncRNA
ENSG00000213906,LTB4R2,protein_coding
ENSG00000268100,ZNF725P,unprocessed_pseudogene
ENSG00000254771,AP001893.2,processed_pseudogene
ENSG00000106261,ZKSCAN1,protein_coding
ENSG00000269320,VN1R93P,unprocessed_pseudogene
ENSG00000262179,MYMX,protein_coding
ENSG00000268908,VN1R92P,unprocessed_pseudogene
ENSG00000285859,AL512598.2,lncRNA
ENSG00000259037,BX927359.1,lncRNA
ENSG00000275201,AC074140.1,unprocessed_pseudogene
ENSG00000262118,MTCO1P28,processed_pseudogene
ENSG00000254798,TFAMP2,processed_pseudogene
ENSG00000258986,TMEM179,protein_coding
ENSG00000172123,SLFN12,protein_coding
ENSG00000277163,GU182347.7,protein_coding
ENSG00000278481,GU182347.9,protein_coding
ENSG00000137710,RDX,protein_coding
ENSG00000233532,LINC00460,lncRNA
ENSG00000274209,ANTXRL,protein_coding
ENSG00000273253,AL022328.4,lncRNA
ENSG00000007237,AC005747.1,protein_coding
ENSG00000225738,NRG3-AS1,lncRNA
ENSG00000104055,TGM5,protein_coding
ENSG00000240311,AC004224.1,processed_pseudogene
ENSG00000273188,AL022328.3,lncRNA
ENSG00000275522,KIR2DL1,protein_coding
ENSG00000287623,AC037193.1,lncRNA
ENSG00000254485,AC026191.1,lncRNA
ENSG00000170638,TRABD,protein_coding
ENSG00000185737,NRG3,protein_coding
ENSG00000271869,AC026979.2,lncRNA
ENSG00000275306,GU182347.3,protein_coding
ENSG00000214041,PGAM1P4,processed_pseudogene
ENSG00000237390,AL139130.1,lncRNA
ENSG00000278942,AC004494.2,TEC
ENSG00000233504,POLR2LP1,processed_pseudogene
ENSG00000171989,LDHAL6B,protein_coding
ENSG00000287486,AC114291.2,lncRNA
ENSG00000277540,KIR2DL4,protein_coding
ENSG00000157456,CCNB2,protein_coding
ENSG00000134077,THUMPD3,protein_coding
ENSG00000259162,AL355075.5,transcribed_unprocessed_pseudogene
ENSG00000266222,AC036222.4,lncRNA
ENSG00000252690,AC105339.2,lncRNA
ENSG00000250988,SNHG21,lncRNA
ENSG00000253100,AC009623.1,lncRNA
ENSG00000187134,AKR1C1,protein_coding
ENSG00000234569,RAD1P1,processed_pseudogene
ENSG00000156990,RPUSD3,protein_coding
ENSG00000163362,INAVA,protein_coding
ENSG00000264695,AC007922.2,lncRNA
ENSG00000227437,RPS8P4,processed_pseudogene
ENSG00000103343,ZNF174,protein_coding
ENSG00000287611,AC007922.5,lncRNA
ENSG00000173801,JUP,protein_coding
ENSG00000224920,TACC1P1,unprocessed_pseudogene
ENSG00000115875,SRSF7,protein_coding
ENSG00000225276,MTND1P18,processed_pseudogene
ENSG00000214855,APOC1P1,transcribed_unprocessed_pseudogene
ENSG00000156603,MED19,protein_coding
ENSG00000066056,TIE1,protein_coding
ENSG00000256892,MTRNR2L7,protein_coding
ENSG00000272170,AL355385.1,lncRNA
ENSG00000186628,FSD2,protein_coding
ENSG00000234016,GNG10P1,processed_pseudogene
ENSG00000233409,FANK1-AS1,lncRNA
ENSG00000266809,PPIAP57,processed_pseudogene
ENSG00000266520,RAC1P1,processed_pseudogene
ENSG00000265485,LINC01915,lncRNA
ENSG00000229253,ZBTB22,protein_coding
ENSG00000253342,AC009623.2,lncRNA
ENSG00000124588,NQO2,protein_coding
ENSG00000267640,AC016582.3,transcribed_unprocessed_pseudogene
ENSG00000285890,AC009623.3,lncRNA
ENSG00000254178,AC090103.1,lncRNA
ENSG00000136274,NACAD,protein_coding
ENSG00000229458,AC010157.1,lncRNA
ENSG00000228828,TLK2P2,processed_pseudogene
ENSG00000285739,AC010157.2,lncRNA
ENSG00000157470,FAM81A,protein_coding
ENSG00000176903,PNMA1,protein_coding
ENSG00000225868,AC016582.1,transcribed_unprocessed_pseudogene
ENSG00000254694,AP001893.1,lncRNA
ENSG00000279058,AGAP14P,unprocessed_pseudogene
ENSG00000198105,ZNF248,protein_coding
ENSG00000172900,AP002387.1,transcribed_unitary_pseudogene
ENSG00000266181,EIF4A3P1,processed_pseudogene
ENSG00000197016,ZNF470,protein_coding
ENSG00000261679,ATP5PDP1,processed_pseudogene
ENSG00000165526,RPUSD4,protein_coding
ENSG00000266489,AC007922.4,lncRNA
ENSG00000112511,PHF1,protein_coding
ENSG00000238258,AL121748.1,lncRNA
ENSG00000159495,TGM7,protein_coding
ENSG00000099250,NRP1,protein_coding
ENSG00000110245,APOC3,protein_coding
ENSG00000227046,DAXX,protein_coding
ENSG00000267162,SDHDP1,processed_pseudogene
ENSG00000278086,GU182347.8,protein_coding
ENSG00000181626,ANKRD62,protein_coding
ENSG00000278987,AL031009.1,TEC
ENSG00000260406,AC009852.1,lncRNA
ENSG00000278691,KIR3DP1,transcribed_unprocessed_pseudogene
ENSG00000260493,AC011773.4,lncRNA
ENSG00000007545,CRAMP1,protein_coding
ENSG00000272770,AC005696.2,lncRNA
ENSG00000279432,AC015799.1,TEC
ENSG00000235830,SRGAP3-AS4,lncRNA
ENSG00000262480,SAMD11P1,processed_pseudogene
ENSG00000101457,DNTTIP1,protein_coding
ENSG00000007168,PAFAH1B1,protein_coding
ENSG00000206573,THUMPD3-AS1,lncRNA
ENSG00000282189,AC067930.6,lncRNA
ENSG00000237341,SYP-AS1,lncRNA
ENSG00000251352,AC122714.2,processed_pseudogene
ENSG00000268818,AL049747.1,lncRNA
ENSG00000225716,ELOCP13,processed_pseudogene
ENSG00000147124,ZNF41,protein_coding
ENSG00000102003,SYP,protein_coding
ENSG00000253444,AC245519.1,lncRNA
ENSG00000229406,OFD1P4Y,unprocessed_pseudogene
ENSG00000282686,AC245519.2,lncRNA
ENSG00000259674,AC092868.2,processed_pseudogene
ENSG00000198125,MB,protein_coding
ENSG00000101216,GMEB2,protein_coding
ENSG00000282142,AC245187.2,lncRNA
ENSG00000259735,AC092868.3,lncRNA
ENSG00000275787,OR7G15P,unprocessed_pseudogene
ENSG00000267116,AP005264.2,processed_pseudogene
ENSG00000253855,AC245187.1,lncRNA
ENSG00000259750,AC092868.4,processed_pseudogene
ENSG00000267467,APOC4,protein_coding
ENSG00000255403,AP000641.1,processed_pseudogene
ENSG00000279285,AP005264.6,TEC
ENSG00000170920,OR7G3,protein_coding
ENSG00000277526,AC245123.1,lncRNA
ENSG00000250151,ARPC4-TTLL3,protein_coding
ENSG00000267643,AP005264.4,lncRNA
ENSG00000274442,PRPF8,protein_coding
ENSG00000157483,MYO1E,protein_coding
ENSG00000227494,USP9YP14,unprocessed_pseudogene
ENSG00000224916,APOC4-APOC2,protein_coding
ENSG00000152578,GRIA4,protein_coding
ENSG00000236514,AL135791.1,lncRNA
ENSG00000196741,LINC01560,lncRNA
ENSG00000226578,AL132657.1,lncRNA
ENSG00000254539,AC239804.1,lncRNA
ENSG00000235636,NUS1P1,processed_pseudogene
ENSG00000260137,AL132657.2,lncRNA
ENSG00000234906,APOC2,protein_coding
ENSG00000143110,C1orf162,protein_coding
ENSG00000225192,ZNF33BP1,processed_pseudogene
ENSG00000117448,AKR1A1,protein_coding
ENSG00000171804,WDR87,protein_coding
ENSG00000271099,AL357315.2,processed_pseudogene
ENSG00000254676,AP000873.4,lncRNA
ENSG00000235237,Z82188.2,lncRNA
ENSG00000258959,AL118558.1,transcribed_unitary_pseudogene
ENSG00000203730,TEDDM1,protein_coding
ENSG00000236409,NRADDP,transcribed_unitary_pseudogene
ENSG00000133466,C1QTNF6,protein_coding
ENSG00000165494,PCF11,protein_coding
ENSG00000235339,GEMIN2P2,processed_pseudogene
ENSG00000259013,AL118558.2,processed_pseudogene
ENSG00000114026,OGG1,protein_coding
ENSG00000203809,LIN28B-AS1,lncRNA
ENSG00000268847,SIGLEC31P,unprocessed_pseudogene
ENSG00000267076,CCDC58P3,processed_pseudogene
ENSG00000267733,AP005264.5,transcribed_processed_pseudogene
ENSG00000198833,UBE2J1,protein_coding
ENSG00000206495,TRIM39,protein_coding
ENSG00000187772,LIN28B,protein_coding
ENSG00000261732,AL031708.1,protein_coding
ENSG00000276935,MBOAT7,protein_coding
ENSG00000226708,AC073409.1,lncRNA
ENSG00000244041,LINC01011,lncRNA
ENSG00000253853,AC246817.1,lncRNA
ENSG00000100385,IL2RB,protein_coding
ENSG00000235640,AC092646.2,processed_pseudogene
ENSG00000232598,AL122034.1,lncRNA
ENSG00000259295,CSPG4P12,transcribed_unprocessed_pseudogene
ENSG00000254319,AC246817.2,lncRNA
ENSG00000256937,KRT17P8,processed_pseudogene
ENSG00000184908,CLCNKB,protein_coding
ENSG00000141979,AC008764.1,protein_coding
ENSG00000168137,SETD5,protein_coding
ENSG00000227738,AC092646.1,processed_pseudogene
ENSG00000271361,HTATSF1P2,processed_pseudogene
ENSG00000259449,NIFKP8,processed_pseudogene
ENSG00000224846,NQO2-AS1,lncRNA
ENSG00000279977,AC008764.10,TEC
ENSG00000164609,SLU7,protein_coding
ENSG00000256720,BTG1P1,processed_pseudogene
ENSG00000230458,GPM6BP1,unprocessed_pseudogene
ENSG00000268309,AC008764.3,lncRNA
ENSG00000229212,AC044860.1,transcribed_unprocessed_pseudogene
ENSG00000226009,KCNIP2-AS1,lncRNA
ENSG00000233546,PRYP5,unprocessed_pseudogene
ENSG00000279874,AC064859.1,TEC
ENSG00000269044,AC024075.2,lncRNA
ENSG00000251510,AC022486.1,lncRNA
ENSG00000166526,ZNF3,protein_coding
ENSG00000279529,AC008764.8,lncRNA
ENSG00000120049,KCNIP2,protein_coding
ENSG00000269427,AC024075.3,lncRNA
ENSG00000230377,ELOCP7,processed_pseudogene
ENSG00000131007,TTTY9B,lncRNA
ENSG00000269399,AC008764.6,lncRNA
ENSG00000269578,AC008764.7,lncRNA
ENSG00000277144,AC092757.3,lncRNA
ENSG00000250951,USP9YP1,unprocessed_pseudogene
ENSG00000259771,AC092756.1,lncRNA
ENSG00000238067,XKRYP1,unprocessed_pseudogene
ENSG00000259732,AC092757.2,lncRNA
ENSG00000105072,C19orf44,protein_coding
ENSG00000153914,SREK1,protein_coding
ENSG00000255477,AC021713.1,lncRNA
ENSG00000249634,USP9YP5,unprocessed_pseudogene
ENSG00000274354,AC105105.3,lncRNA
ENSG00000280424,BX537318.2,TEC
ENSG00000229342,MYL8P,processed_pseudogene
ENSG00000198796,ALPK2,protein_coding
ENSG00000152463,OLAH,protein_coding
ENSG00000260613,Z98885.2,lncRNA
ENSG00000240438,OFD1P5Y,unprocessed_pseudogene
ENSG00000273145,BX537318.1,lncRNA
ENSG00000270443,AL139344.1,processed_pseudogene
ENSG00000241020,AP000873.1,processed_pseudogene
ENSG00000233537,TEDDM2P,unitary_pseudogene
ENSG00000255175,LINC02759,lncRNA
ENSG00000172468,HSFY1,protein_coding
ENSG00000233203,DHCR24-DT,lncRNA
ENSG00000025039,RRAGD,protein_coding
ENSG00000137494,ANKRD42,protein_coding
ENSG00000280281,AL049781.1,TEC
ENSG00000174418,RPL35P9,processed_pseudogene
ENSG00000214286,PDCL3P3,processed_pseudogene
ENSG00000229409,AL117328.1,processed_pseudogene
ENSG00000121446,RGSL1,protein_coding
ENSG00000222000,AC092675.1,lncRNA
ENSG00000273083,NOP56P1,processed_pseudogene
ENSG00000116133,DHCR24,protein_coding
ENSG00000267579,AC104971.2,lncRNA
ENSG00000279494,AL117328.3,lncRNA
ENSG00000144191,CNGA3,protein_coding
ENSG00000273040,BX908720.1,lncRNA
ENSG00000267257,AC105105.1,lncRNA
ENSG00000273200,LINC01623,lncRNA
ENSG00000125266,EFNB2,protein_coding
ENSG00000228400,AC079154.1,lncRNA
ENSG00000273286,RPL13P,processed_pseudogene
ENSG00000234510,HLA-DQB3,unprocessed_pseudogene
ENSG00000131374,TBC1D5,protein_coding
ENSG00000229932,YWHAZP3,processed_pseudogene
ENSG00000167984,NLRC3,protein_coding
ENSG00000264451,AC036222.3,lncRNA
ENSG00000100426,ZBED4,protein_coding
ENSG00000274204,AL138689.1,lncRNA
ENSG00000233217,MROH3P,transcribed_unitary_pseudogene
ENSG00000160951,PTGER1,protein_coding
ENSG00000284966,AL138689.2,lncRNA
ENSG00000234913,AC016027.2,lncRNA
ENSG00000213075,RPL31P11,transcribed_processed_pseudogene
